STL,Type
eventually [0:t1] (not (sig1 >= val1)),invariance_reachability
eventually [t1:t2] (rise (sig1 > val1)),invariance_reachability
always ( rise (sig1 < val1) and sig2 == sig3 -> sig4 > val2 and sig4 < val3 ),immediate_response
always ( (sig1 > val1) until [0:t1] (sig2 == sig3) -> always [t2:t3] (eventually (rise (sig4 == sig5))) ),stabilization_recurrence
always ( not (sig1 == sig2) -> eventually [0:t1] (always [0:t2] (sig3 <= val1)) ),stabilization_recurrence
always ( sig1 > val1 and sig1 < val2 -> sig2 == sig3 ),immediate_response
always ( fall (sig1 > val1 and sig1 < val2) -> not (sig2 == sig3) ),immediate_response
always [0:t1] (sig1 <= val1),invariance_reachability
always ( rise (sig1 == val1) -> (sig2 > val2 and sig2 < val3) until [t1:t2] (not (sig3 <= val4)) ),temporal_response
always ( sig1 == val1 -> not fall (sig2 == val2) ),immediate_response
eventually [t1:t2] (not (sig1 >= val1) and sig2 > val2),invariance_reachability
always ( rise (sig1 <= val1) or rise (sig2 > val2) -> sig3 <= val3 ),immediate_response
eventually [t1:t2] (sig1 > val1 and sig1 < val2),invariance_reachability
always ( rise (sig1 == val1) -> always [t1:t2] (sig2 < val2) ),temporal_response
always ( rise (sig1 >= val1 and sig1 <= val2) -> not ((sig2 == sig3) until [0:t1] (sig4 > val3 and sig4 < val4)) ),temporal_response
always (sig1 > val1 or not rise (sig2 == sig3)),invariance_reachability
eventually [0:t1] (rise (sig1 == val1)),invariance_reachability
always ( rise (sig1 == sig2) -> eventually [0:t1] (not (sig3 == val1)) ),temporal_response
always [t1:t2] (sig1 > val1 and sig2 == val2),invariance_reachability
always ( sig1 > val1 and sig2 <= val2 -> sig3 > val3 ),immediate_response
always (sig1 == val1),invariance_reachability
always ( rise (sig1 <= val1) -> eventually [t1:t2] (always (sig2 >= val2)) ),stabilization_recurrence
always ( rise (sig1 >= val1) -> (sig2 <= val2) until [0:t1] (rise (sig3 < val3)) ),temporal_response
always ( rise (sig1 >= val1) -> sig2 == sig3 ),immediate_response
always [0:t1] (sig1 <= val1 or not fall (sig2 > val2)),invariance_reachability
always ( eventually [t1:t2] (not (sig1 == sig2)) -> not fall (eventually (sig3 > val1)) ),temporal_response
always ( rise (sig1 > val1 and sig1 < val2) -> not (sig2 >= val3) and fall (sig3 == val4) ),immediate_response
always [0:t1] (sig1 > val1 and sig1 < val2),invariance_reachability
always [0:t1] (sig1 == sig2),invariance_reachability
always ( rise (sig1 == sig2) -> sig3 == val1 ),immediate_response
eventually (sig1 == sig2 and rise (sig3 >= val1)),invariance_reachability
always (sig1 <= val1),invariance_reachability
always ( fall (sig1 == val1) -> (sig2 == val2) until [0:t1] (sig3 <= val3) ),temporal_response
always ( not (sig1 == sig2) or not (sig3 == sig4) -> eventually [t1:t2] (rise (sig5 < val1)) ),temporal_response
always ( eventually [t1:t2] (not (sig1 < val1)) -> historically [0:t3] (sig2 >= val2 and sig2 <= val3) ),temporal_response
always (sig1 == val1 and sig2 <= val2),invariance_reachability
eventually [0:t1] (sig1 > val1 or (sig2 > val2 and sig2 < val3)),invariance_reachability
always ( rise (sig1 <= val1) -> eventually [0:t1] (rise (sig2 > val2 and sig2 <= val3)) ),temporal_response
always ( rise (sig1 < val1) -> sig2 == val2 ),immediate_response
always ( rise (sig1 <= val1) -> eventually [0:t1] (always [0:t2] (sig2 > val2)) ),stabilization_recurrence
eventually [0:t1] (sig1 <= val1),invariance_reachability
always ( fall (sig1 == val1) -> rise (sig2 >= val2 and sig2 <= val3) or sig3 == sig4 ),immediate_response
always [0:t1] (sig1 >= val1 or sig2 <= val2),invariance_reachability
always ( rise (sig1 > val1) -> sig2 <= val2 ),immediate_response
always ( rise (sig1 == val1) -> not (sig2 > val2) ),immediate_response
always (not (sig1 <= val1) or sig2 == sig3),invariance_reachability
always ( rise (sig1 == sig2) -> always [t1:t2] (eventually [0:t3] (sig3 >= val1)) ),stabilization_recurrence
always ( not (eventually (rise (sig1 > val1))) -> always [t1:t2] (eventually (rise (sig2 <= val2))) ),stabilization_recurrence
always ( rise (sig1 > val1 and sig1 < val2) -> not ((sig2 < val3) until (not (sig3 > val4 and sig3 < val5))) ),temporal_response
always ( fall (sig1 > val1 and sig1 < val2) -> sig2 <= val3 ),immediate_response
always ( rise (sig1 < val1) -> sig2 <= val2 ),immediate_response
always ( not ((sig1 <= val1) since [0:t1] (rise (sig2 == val2))) -> eventually [0:t2] (rise (sig3 < val3)) ),temporal_response
eventually [t1:t2] (sig1 == val1 or sig2 < val2),invariance_reachability
always ( historically [t1:t2] (sig1 == val1) -> not (eventually (sig2 == val2)) ),temporal_response
always ( once (sig1 >= val1 and sig1 <= val2) -> not ((sig2 < val3) until [t1:t2] (rise (sig3 >= val4))) ),temporal_response
always ( rise (sig1 == val1) -> eventually [0:t1] (always [0:t2] (sig2 == val2)) ),stabilization_recurrence
always ( rise (sig1 == val1) -> sig2 >= val2 ),immediate_response
always ( fall (sig1 == val1) -> sig2 >= val2 and sig2 <= val3 ),immediate_response
always ( not ((not (sig1 < val1)) since (rise (sig2 <= val2))) -> historically [0:t1] (sig3 > val3) ),temporal_response
always ( rise (sig1 >= val1) -> rise (sig2 >= val2) ),immediate_response
always ( rise (sig1 <= val1) -> eventually [0:t1] (always [0:t2] (sig2 < val2)) ),stabilization_recurrence
always ( fall (sig1 >= val1 and sig1 <= val2) -> always [0:t1] (sig2 > val3) ),temporal_response
always [0:t1] ((sig1 > val1 and sig1 < val2) and (sig2 > val3 and sig2 < val4)),invariance_reachability
always ( not fall (historically [t1:t2] (sig1 == val1)) -> always [0:t3] (eventually [0:t4] (rise (sig2 >= val2))) ),stabilization_recurrence
always ( fall (sig1 >= val1 and sig1 <= val2) or sig2 >= val3 -> always [t1:t2] (not fall (sig3 == val4)) ),temporal_response
always ( rise (sig1 == val1) -> eventually (sig2 == val2) ),temporal_response
always ( rise (sig1 > val1) -> always [0:t1] (sig2 >= val2) ),temporal_response
always ( rise (sig1 == sig2) -> always [0:t1] (eventually [0:t2] (rise (sig3 < val1))) ),stabilization_recurrence
always ( not (sig1 == val1) and rise (sig2 >= val2 and sig2 <= val3) -> always [t1:t2] (eventually [0:t3] (rise (sig3 >= val4))) ),stabilization_recurrence
always ( fall (sig1 == sig2) -> eventually [0:t1] (always [0:t2] (sig3 <= val1)) ),stabilization_recurrence
always ( sig1 == val1 -> always [0:t1] (eventually [0:t2] (rise (sig2 >= val2))) ),stabilization_recurrence
always ( fall (sig1 >= val1 and sig1 <= val2) -> sig2 > val3 and sig2 < val4 ),immediate_response
always ( sig1 <= val1 or sig2 == sig3 -> eventually [t1:t2] (always [0:t3] (sig4 == val2)) ),stabilization_recurrence
always ( rise (sig1 <= val1) -> always [0:t1] (sig2 == sig3) ),temporal_response
always ( not fall (sig1 >= val1 and sig1 <= val2) -> rise (sig2 < val3) or sig3 == sig4 ),immediate_response
always ( rise (sig1 < val1) -> always [0:t1] (eventually (not (sig2 == val2))) ),stabilization_recurrence
always [t1:t2] (not (sig1 > val1 and sig1 < val2) and not rise (sig2 == sig3)),invariance_reachability
always ( sig1 == sig2 -> eventually [0:t1] (always [t2:t3] (sig3 >= val1)) ),stabilization_recurrence
always (not (sig1 == val1) or sig2 == val2),invariance_reachability
always ( rise (sig1 > val1) -> eventually (rise (sig2 < val2)) ),temporal_response
always [t1:t2] (sig1 > val1 and sig1 < val2),invariance_reachability
always ( rise (sig1 >= val1) -> eventually (always [0:t1] (sig2 == sig3)) ),stabilization_recurrence
eventually [0:t1] (sig1 >= val1 and not fall (sig2 == val2)),invariance_reachability
always ( not (sig1 < val1) and not (sig2 >= val2 and sig2 <= val3) -> (not (sig3 < val4)) until [0:t1] (sig4 == sig5) ),temporal_response
always ( sig1 > val1 and (sig2 > val2 and sig2 < val3) -> eventually (sig3 < val4) ),temporal_response
always ( sig1 >= val1 and sig1 <= val2 -> not (sig2 > val3) ),immediate_response
always ( fall (sig1 == val1) -> (sig2 >= val2) until [0:t1] (fall (sig3 >= val3 and sig3 < val4)) ),temporal_response
always ( sig1 == sig2 and sig3 == val1 -> eventually [0:t1] (always [0:t2] (sig4 < val2)) ),stabilization_recurrence
always ( not ((sig1 <= val1) until (sig2 == val2)) -> eventually [0:t1] (always [0:t2] (sig3 >= val3)) ),stabilization_recurrence
always ( rise (sig1 == sig2) -> always (sig3 > val1) ),temporal_response
always ( fall (sig1 == sig2) -> eventually [0:t1] (always [0:t2] (sig3 == sig4)) ),stabilization_recurrence
always ( rise (sig1 == sig2) -> eventually (always [t1:t2] (sig3 <= val1)) ),stabilization_recurrence
always ( rise (sig1 == sig2) -> always (eventually [0:t1] (sig3 == sig4)) ),stabilization_recurrence
always ( fall (once (sig1 >= val1)) -> (not (sig2 == val2)) until [0:t1] (not (sig3 > val3)) ),temporal_response
eventually [0:t1] (rise (sig1 > val1) and sig2 == val2),invariance_reachability
always ( eventually [0:t1] (sig1 == val1) -> once (fall (sig2 == val2)) ),temporal_response
always ( rise (sig1 <= val1) -> sig2 == sig3 ),immediate_response
always ( once (sig1 == sig2) -> always (eventually [t1:t2] (not (sig3 > val1))) ),stabilization_recurrence
always ( not ((sig1 <= val1) since (sig2 >= val1 and sig2 <= val2)) -> always [0:t1] (eventually [0:t2] (rise (sig3 >= val3 and sig3 <= val4))) ),stabilization_recurrence
always ( not (always [t1:t2] (sig1 == val1)) -> always (eventually [t3:t4] (sig2 == sig3)) ),stabilization_recurrence
always ( historically [0:t1] (sig1 <= val1) -> always (eventually [0:t2] (rise (sig2 > val2 and sig2 < val3))) ),stabilization_recurrence
always ( rise (sig1 == sig2) -> sig3 == val1 ),immediate_response
always ( rise (sig1 == sig2) -> eventually [0:t1] (fall (sig3 > val1 and sig3 < val2)) ),temporal_response
always [0:t1] (sig1 >= val1 or sig2 == val2),invariance_reachability
always ( sig1 <= val1 or not (sig2 > val2) -> (sig3 > val3) since [t1:t2] (sig4 > val4 and sig4 < val5) ),temporal_response
always ( rise (sig1 < val1) -> always [0:t1] (sig2 >= val2) ),temporal_response
always ( sig1 == sig2 or sig3 == sig4 -> always (eventually (rise (sig5 < val1))) ),stabilization_recurrence
always ( not (sig1 == val1) and sig2 == val2 -> eventually [0:t1] (always (sig3 >= val3 and sig3 <= val4)) ),stabilization_recurrence
always ( rise (sig1 == val1) -> always [0:t1] (eventually [0:t2] (rise (sig2 == val2))) ),stabilization_recurrence
always ( fall (historically [0:t1] (sig1 > val1)) -> not ((sig2 == val2) until [0:t2] (sig3 >= val3 and sig3 <= val4)) ),temporal_response
always ( historically [0:t1] (not (sig1 >= val1 and sig1 <= val2)) -> eventually [t2:t3] (always [0:t4] (sig2 > val3)) ),stabilization_recurrence
eventually [0:t1] (sig1 == sig2 or rise (sig3 >= val1)),invariance_reachability
always [t1:t2] (not (sig1 == sig2)),invariance_reachability
always ( sig1 == sig2 -> sig3 == val1 ),immediate_response
always ( rise (sig1 <= val1) -> (sig2 == sig3) until (sig4 == sig5) ),temporal_response
eventually [0:t1] (fall (sig1 >= val1 and sig1 < val2)),invariance_reachability
always ( sig1 > val1 or not rise (sig2 > val2 and sig2 < val3) -> (not (sig3 == sig4)) until [0:t1] (sig5 == val4) ),temporal_response
always ( not (sig1 > val1 and sig1 < val2) and (sig2 > val3 and sig2 <= val4) -> eventually [0:t1] (rise (sig3 == val5)) ),temporal_response
always ( not (sig1 < val1) -> eventually [0:t1] (always [0:t2] (not (sig2 == val2))) ),stabilization_recurrence
always [0:t1] (sig1 < val1),invariance_reachability
always ( rise (sig1 > val1 and sig1 < val2) -> (sig2 < val3) until [0:t1] (rise (sig3 <= val4)) ),temporal_response
always [t1:t2] (sig1 >= val1),invariance_reachability
always ( rise (sig1 > val1 and sig1 < val2) and sig2 == sig3 -> eventually [0:t1] (always [0:t2] (sig4 > val3 and sig4 < val4)) ),stabilization_recurrence
eventually (sig1 <= val1 or sig2 >= val2),invariance_reachability
always ( rise (sig1 >= val1) -> not (sig2 == val2) or sig3 == val3 ),immediate_response
always (sig1 >= val1 and sig2 == sig3),invariance_reachability
always (sig1 >= val1),invariance_reachability
always ( rise (sig1 > val1) -> (sig2 <= val2) until (fall (sig3 == sig4)) ),temporal_response
always ( fall (sig1 == val1) -> (sig2 >= val2 and sig2 <= val3) and fall (sig3 == val4) ),immediate_response
always ( rise (sig1 >= val1 and sig1 <= val2) -> always (sig2 >= val3 and sig2 < val4) ),temporal_response
always ( fall (sig1 == sig2) -> eventually [0:t1] (always [t2:t3] (sig3 >= val1)) ),stabilization_recurrence
always ( not (sig1 == val1) -> not (eventually (sig2 == sig3)) ),temporal_response
always ( fall (sig1 == val1) -> sig2 == sig3 ),immediate_response
always ( rise (sig1 == sig2) -> always [t1:t2] (eventually (rise (sig3 == val1))) ),stabilization_recurrence
always ( sig1 <= val1 -> rise (sig2 <= val2) or rise (sig3 <= val3) ),immediate_response
always ( sig1 == val1 -> sig2 < val2 ),immediate_response
always ( rise (sig1 == sig2) -> not (always [t1:t2] (sig3 >= val1 and sig3 <= val2)) ),temporal_response
always ( rise (sig1 >= val1) -> rise (sig2 == val2) or sig3 == val3 ),immediate_response
always ( rise (sig1 == sig2) -> eventually [0:t1] (always [0:t2] (sig3 <= val1)) ),stabilization_recurrence
eventually [0:t1] (rise (sig1 <= val1) or fall (sig2 >= val2 and sig2 <= val3)),invariance_reachability
always ( (not fall (sig1 == val1)) until [0:t1] (sig2 <= val2) -> not ((sig3 < val3) until (rise (sig4 < val4))) ),temporal_response
always ( rise (sig1 >= val1) or sig2 >= val2 -> always (eventually [0:t1] (rise (sig3 < val3))) ),stabilization_recurrence
always ( rise (sig1 < val1) -> sig2 < val2 ),immediate_response
always ( sig1 == val1 -> sig2 == val2 ),immediate_response
always ( rise (sig1 > val1 and sig1 < val2) -> eventually [t1:t2] (sig2 < val3) ),temporal_response
always [0:t1] (sig1 >= val1 and sig2 == sig3),invariance_reachability
eventually [t1:t2] ((sig1 > val1 and sig1 < val2) and not (sig2 > val3 and sig2 < val4)),invariance_reachability
always ( fall (sig1 >= val1 and sig1 <= val2) -> always [0:t1] (eventually [0:t2] (sig2 == sig3)) ),stabilization_recurrence
always (sig1 > val1),invariance_reachability
always ( fall (sig1 == val1) -> sig2 == sig3 ),immediate_response
always ( sig1 >= val1 and sig1 <= val2 -> rise (sig2 > val3 and sig2 < val4) or rise (sig3 > val5 and sig3 < val6) ),immediate_response
always ( rise (sig1 > val1) -> not ((sig2 == val2) until [0:t1] (rise (sig3 > val3))) ),temporal_response
always ( not (sig1 == val1) and fall (sig2 > val2 and sig2 < val3) -> always [0:t1] (sig3 == val4) ),temporal_response
always ( rise (sig1 <= val1) -> sig2 > val2 ),immediate_response
eventually [0:t1] (sig1 == val1),invariance_reachability
always ( rise (sig1 <= val1) -> sig2 < val2 ),immediate_response
always ( rise (sig1 == sig2) -> always [0:t1] (eventually [0:t2] (sig3 > val1 and sig3 <= val2)) ),stabilization_recurrence
always ( historically (sig1 > val1) -> always [0:t1] (eventually [0:t2] (sig2 <= val2)) ),stabilization_recurrence
eventually [t1:t2] ((sig1 > val1 and sig1 < val2) and sig2 == val3),invariance_reachability
always [0:t1] (sig1 >= val1 and sig1 <= val2),invariance_reachability
always ( sig1 > val1 -> eventually [0:t1] (fall (sig2 > val2 and sig2 < val3)) ),temporal_response
always ( rise (sig1 == val1) -> sig2 >= val2 and sig2 <= val3 ),immediate_response
always ( rise (sig1 == val1) or fall (sig2 > val2 and sig2 < val3) -> historically [t1:t2] (sig3 == val1) ),temporal_response
always ( sig1 >= val1 and not rise (sig2 == sig3) -> sig4 >= val2 or (sig5 >= val3 and sig5 <= val4) ),immediate_response
always ( rise (sig1 > val1 and sig1 < val2) -> rise (sig2 > val3 and sig2 <= val4) ),immediate_response
always ( sig1 > val1 -> eventually [0:t1] (always (sig2 > val2 and sig2 < val3)) ),stabilization_recurrence
always ( fall (sig1 == val1) -> not rise (sig2 == sig3) ),immediate_response
eventually [t1:t2] (sig1 == sig2 and not (sig3 == val1)),invariance_reachability
always [t1:t2] (sig1 == sig2),invariance_reachability
always ( fall (sig1 == val1) -> eventually [t1:t2] (fall (sig2 == val2)) ),temporal_response
always ( historically [t1:t2] (sig1 == val1) -> eventually [t3:t4] (always [0:t5] (sig2 > val2)) ),stabilization_recurrence
always ( eventually [t1:t2] (not (sig1 >= val1)) -> (sig2 <= val2) until [0:t3] (sig3 == sig4) ),temporal_response
eventually [t1:t2] (not (sig1 == val1)),invariance_reachability
always ( rise (sig1 > val1) -> always [0:t1] (eventually [0:t2] (rise (sig2 >= val2))) ),stabilization_recurrence
eventually [0:t1] (sig1 == sig2),invariance_reachability
always ( historically [0:t1] (sig1 >= val1) -> always [t2:t3] (eventually [t4:t5] (sig2 < val2)) ),stabilization_recurrence
eventually (sig1 == val1),invariance_reachability
always ( rise (sig1 == sig2) -> sig3 == sig4 ),immediate_response
always ( fall (sig1 == val1) -> always [t1:t2] (eventually [0:t3] (rise (sig2 < val2))) ),stabilization_recurrence
always ( rise (sig1 < val1) -> rise ((sig2 >= val1) until (sig3 < val2)) ),temporal_response
always ( not (sig1 < val1) and sig2 == sig3 -> sig4 >= val2 and sig5 > val3 ),immediate_response
always ( fall (sig1 == sig2) -> sig3 >= val1 or rise (sig4 > val2 and sig4 < val3) ),immediate_response
